#separator:Comma
#html:true
#notetype:Basic
#deck:Saudi::Stage 2 — Daily life
#tags column:3
"<div dir=""rtl"" style=""font-size:2em"">تعبان</div>","<b>taʿbān</b><br>EN: tired","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">نعسان</div>","<b>naʿsān</b><br>EN: sleepy","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">جوعان</div>","<b>jūʿān</b><br>EN: hungry","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">عطشان</div>","<b>ʿaṭshān</b><br>EN: thirsty","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مبسوط</div>","<b>mabsūṭ</b><br>EN: happy","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مستانس</div>","<b>mistānis</b><br>EN: having fun, content<br><i>Very Saudi</i>","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">فرحان</div>","<b>farḥān</b><br>EN: glad","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">زعلان</div>","<b>zaʿlān</b><br>EN: upset (with someone)","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">معصب</div>","<b>miʿaṣṣib</b><br>EN: angry","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">طفشان</div>","<b>ṭafshān</b><br>EN: bored<br><i>Very Saudi</i>","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">حزين</div>","<b>ḥazīn</b><br>EN: sad","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مشغول</div>","<b>mashghūl</b><br>EN: busy","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">فاضي</div>","<b>fāẓi</b><br>EN: free, not busy","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مريض</div>","<b>marīẓ</b><br>EN: sick","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">خايف</div>","<b>khāyif</b><br>EN: scared","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">متوتر</div>","<b>mitwattir</b><br>EN: stressed","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مرتاح</div>","<b>mirtāḥ</b><br>EN: relaxed","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">مشتاق</div>","<b>mishtāg</b><br>EN: missing someone","stage-2 topic-2.1"
"<div dir=""rtl"" style=""font-size:2em"">أكل</div>","<b>akl</b><br>EN: food","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">فطور</div>","<b>fṭūr</b><br>EN: breakfast","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">غدا</div>","<b>ghada</b><br>EN: lunch<br><i>The main meal</i>","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">عشا</div>","<b>ʿasha</b><br>EN: dinner","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">قهوة</div>","<b>gahwa</b><br>EN: coffee<br><i>Usually Arabic coffee with cardamom</i>","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">شاهي</div>","<b>shāhi</b><br>EN: tea<br><i>Saudi word</i>","stage-2 topic-2.2"
"<div dir=""rtl"" style=""font-size:2em"">موية</div>","<b>mōya</b><br>EN: water<br><i>also ماي *māy*</i><br>⚠ check with tutor","stage-2 topic-2.2 check-with-tutor"
